n,Projective,Affine,Ruzsa,Prime Gap,Max Prime Gap
19993,77,70,49,2,52
19997,76,79,52,4,52
20011,79,75,46,14,52
20021,90,71,48,10,52
20023,77,75,45,2,52
20029,73,73,51,6,52
20047,79,75,45,18,52
20051,85,78,50,4,52
20063,81,76,46,12,52
20071,79,73,47,8,52
20089,77,77,51,18,52
20101,80,69,46,12,52
20107,73,74,47,6,52
20113,77,76,47,6,52
20117,79,71,49,4,52
20123,78,75,50,6,52
20129,80,73,44,6,52
20143,80,77,48,14,52
20147,76,74,46,4,52
20149,78,77,48,2,52
20161,77,76,41,12,52
20173,80,78,49,12,52
20177,82,85,45,4,52
20183,79,76,46,6,52
20201,79,78,47,18,52
20219,81,79,48,18,52
20231,85,78,53,12,52
20233,78,77,52,2,52
20249,78,73,51,16,52
20261,80,79,50,12,52
20269,76,72,49,8,52
20287,81,73,45,18,52
20297,79,82,44,10,52
20323,82,78,45,26,52
20327,82,75,46,4,52
20333,78,77,48,6,52
20341,77,73,47,8,52
20347,85,77,46,6,52
20353,80,71,45,6,52
20357,78,78,55,4,52
20359,82,71,52,2,52
20369,76,73,50,10,52
20389,76,77,59,20,52
20393,80,74,45,4,52
20399,77,78,50,6,52
20407,84,74,50,8,52
20411,76,75,45,4,52
20431,78,73,46,20,52
20441,82,72,47,10,52
20443,86,77,44,2,52
20477,79,74,61,34,52
20479,76,75,61,2,52
20483,78,76,43,4,52
20507,80,83,50,24,52
20509,80,86,44,2,52
20521,81,74,54,12,52
20533,75,77,48,12,52
20543,79,72,54,10,52
20549,79,75,48,6,52
20551,77,76,46,2,52
20563,78,83,47,12,52
20593,80,72,48,30,52
20599,86,74,52,6,52
20611,77,81,45,12,52
20627,76,72,46,16,52
20639,75,74,47,12,52
20641,77,82,45,2,52
20663,76,73,51,22,52
20681,86,78,43,18,52
20693,77,79,42,12,52
20707,88,77,45,14,52
20717,76,76,45,10,52
20719,81,71,47,2,52
20731,81,75,49,12,52
20743,81,73,45,12,52
20747,79,101,58,4,52
20749,77,75,41,2,52
20753,80,76,51,4,52
20759,85,72,45,6,52
20771,76,75,53,12,52
20773,77,75,51,2,52
20789,82,76,49,16,52
20807,83,76,46,18,52
20809,77,77,48,2,52
20849,81,82,42,40,52
20857,77,77,43,8,52
20873,80,74,47,16,52
20879,77,76,45,6,52
20887,78,72,52,8,52
20897,79,85,47,10,52
20899,80,71,44,2,52
20903,87,73,48,4,52
20921,80,79,50,18,52
20929,80,73,49,8,52
20939,80,72,52,10,52
20947,80,76,43,8,52
20959,81,75,46,12,52
20963,76,73,46,4,52
20981,85,78,50,18,52
20983,78,73,42,2,52
21001,81,79,48,18,52
21011,79,73,44,10,52
21013,75,72,44,2,52
21017,83,73,54,4,52
21019,75,72,44,2,52
21023,79,75,59,4,52
21031,83,76,45,8,52
21059,81,76,52,28,52
21061,84,78,44,2,52
21067,79,77,49,6,52
21089,79,75,48,22,52
21101,88,73,44,12,52
21107,77,73,55,6,52
21121,76,71,47,14,52
21139,76,72,46,18,52
21143,87,79,52,4,52
21149,88,75,49,6,52
21157,75,76,44,8,52
21163,84,75,46,6,52
21169,77,74,43,6,52
21179,74,77,49,10,52
21187,79,80,44,8,52
21191,76,74,51,4,52
21193,89,85,46,2,52
21211,76,76,43,18,52
21221,80,76,54,10,52
21227,75,78,48,6,52
21247,76,75,47,20,52
21269,77,83,50,22,52
21277,78,77,52,8,52
21283,81,77,48,6,52
21313,84,85,47,30,52
21317,79,77,44,4,52
21319,84,79,49,2,52
21323,84,73,46,4,52
21341,78,75,50,18,52
21347,77,78,44,6,52
21377,76,75,49,30,52
21379,81,73,48,2,52
21383,82,79,45,4,52
21391,81,76,48,8,52
21397,82,77,47,6,52
21401,78,77,49,4,52
21407,82,77,51,6,52
21419,78,72,50,12,52
21433,77,75,47,14,52
21467,76,72,49,34,52
21481,80,80,50,14,52
21487,82,88,45,6,52
21491,78,75,51,4,52
21493,84,82,45,2,52
21499,74,76,54,6,52
21503,78,78,47,4,52
21517,88,81,58,14,52
21521,81,73,45,4,52
21523,76,74,47,2,52
21529,89,79,46,6,52
21557,78,75,50,28,52
21559,81,74,47,2,52
21563,80,78,49,4,52
21569,81,75,47,6,52
21577,80,91,43,8,52
21587,83,85,47,10,52
21589,86,78,44,2,52
21599,79,74,46,10,52
21601,74,78,45,2,52
21611,76,72,45,10,52
21613,79,77,48,2,52
21617,81,73,42,4,52
21647,78,72,44,30,52
21649,78,76,48,2,52
21661,79,77,51,12,52
21673,86,78,48,12,52
21683,77,82,50,10,52
21701,81,72,47,18,52
21713,79,77,46,12,52
21727,77,78,43,14,52
21737,84,74,45,10,52
21739,79,77,45,2,52
21751,79,77,45,12,52
21757,80,70,48,6,52
21767,78,76,48,10,52
21773,81,79,46,6,52
21787,78,73,52,14,52
21799,82,76,49,12,52
21803,80,73,46,4,52
21817,74,78,45,14,52
21821,76,70,51,4,52
21839,78,70,46,18,52
21841,82,72,43,2,52
21851,81,79,47,10,52
21859,83,79,47,8,52
21863,79,80,51,4,52
21871,87,76,46,8,52
21881,84,71,45,10,52
21893,83,81,49,12,52
21911,76,80,43,18,52
21929,77,86,53,18,52
21937,77,77,51,8,52
21943,77,74,49,6,52
21961,84,77,47,18,52
21977,83,72,54,16,52
21991,81,80,46,14,52
21997,84,78,50,6,52
