m,Projective,Affine,Ruzsa
24407,17.6826,15.5369,10.7622
24408,17.9137,16.2764,11.1227
24409,17.183,16.0257,10.7735
24410,17.4993,15.6732,11.2605
24411,17.2892,15.5819,10.8946
24412,17.3132,15.7884,11.8614
24413,17.015,16.1849,11.8362
24414,17.7477,15.2827,12.7804
24415,17.2757,15.6611,11.4919
24416,17.6915,16.0246,10.5183
24417,18.1226,16.4604,10.5885
24418,16.5823,15.7911,9.49843
24419,16.317,15.4409,9.50908
24420,15.9279,15.3935,8.84902
24421,16.0253,14.6444,8.39291
24422,15.0328,14.8602,8.56317
24423,15.4625,15.5618,8.92531
24424,15.8753,15.207,9.25183
24425,15.721,15.6353,9.20892
24426,16.0025,15.1506,9.37384
24427,16.0086,15.7172,9.96631
24428,16.5848,16.0596,10.0773
24429,16.1072,16.5593,10.3867
24430,16.8321,16.467,9.79844
24431,17.1246,16.9666,9.42583
24432,16.8309,15.8335,10.219
24433,17.0064,15.3672,9.57657
24434,17.1654,16.0211,9.79576
24435,17.3711,16.355,9.91675
24436,17.5466,16.5362,10.1219
24437,17.5356,16.0541,10.6055
24438,16.9245,16.1162,10.9111
24439,17.1321,15.3954,10.703
24440,17.328,16.0079,10.0579
24441,17.9364,16.0701,9.25516
24442,17.0498,14.4053,9.65832
24443,14.9122,13.903,7.51163
24444,15.4139,13.7292,7.10963
24445,14.3984,13.47,7.12429
24446,14.8101,13.7062,7.23086
24447,14.995,14.5812,7.64532
24448,14.9757,15.0027,8.16712
24449,15.3614,15.8017,8.68756
24450,15.6959,14.2377,8.48585
24451,15.905,14.3711,9.00632
24452,16.201,15.166,9.17482
24453,16.2624,15.6458,9.83592
24454,16.7888,15.5935,9.35357
24455,16.8138,15.9744,10.198
24456,17.6922,16.1618,10.1239
24457,17.8337,16.3256,10.5461
24458,16.7754,16.8055,10.4553
24459,17.2555,16.9273,9.87672
24460,16.6803,16.1882,10.2172
24461,16.3299,16.538,9.7156
24462,16.6245,16.7729,10.2616
24463,16.8719,16.6397,11.0528
24464,17.6234,16.3096,11.6317
24465,17.5614,16.5569,10.7186
24466,16.4718,16.8662,10.6362
24467,16.5805,16.526,9.72716
24468,16.4431,16.3322,10.1561
24469,16.1421,16.9321,10.3241
24470,16.3307,16.6722,9.59348
24471,16.6551,17.2578,9.3807
24472,16.6029,17.4611,10.0812
24473,15.7984,17.1199,10.4429
24474,15.921,15.5117,10.4709
24475,15.7201,15.6407,11.1714
24476,16.3311,16.0504,9.56644
24477,16.8969,15.1338,9.07434
24478,17.0001,15.861,8.91706
24479,17.6131,16.4611,8.37404
24480,16.2023,17.0339,8.4798
24481,16.6143,15.1837,9.24485
24482,16.9663,15.4605,10.1437
24483,17.3382,16.2828,10.9285
24484,17.4559,16.9848,11.0148
24485,18.3122,15.866,10.7951
24486,17.467,16.0484,9.96002
24487,18.2251,16.1554,9.71153
24488,17.9507,15.4405,9.79798
24489,18.5476,14.3774,10.179
24490,19.322,14.919,11.0741
24491,18.4771,15.4612,11.7706
24492,19.2352,15.3937,11.1277
24493,18.3295,15.7038,11.1482
24494,18.9217,15.6048,11.4879
24495,17.5891,16.2883,11.423
24496,16.6081,16.1549,11.4878
24497,16.4201,15.7569,10.0177
24498,15.7255,16.4408,10.703
24499,16.4017,16.2765,11.2028
24500,16.8271,16.6434,11.8998
24501,16.873,17.155,12.5851
24502,16.7712,17.3283,12.0808
24503,17.0749,17.3163,12.1773
24504,17.4177,16.294,11.6731
24505,17.9457,16.236,9.93533
24506,17.1916,16.6483,10.2315
24507,17.478,17.1419,9.72756
24508,18.006,17.7258,9.71349
24509,17.9771,17.7353,10.0729
24510,17.2233,18.0529,9.54372
24511,17.1537,18.5466,9.53672
24512,16.9786,19.1306,9.29692
24513,17.3566,19.4476,9.30475
24514,17.1762,19.4573,9.88512
24515,16.7344,18.3279,10.0448
24516,17.4491,17.444,10.4591
24517,17.9541,16.4578,11.0322
24518,17.8724,16.824,11.2719
24519,17.2856,16.3137,11.1406
24520,17.2628,16.7199,11.4806
24521,17.5678,16.7031,12.2519
24522,18.1323,17.0861,12.4917
24523,18.1891,17.3261,12.3239
24524,19.1729,16.7366,11.9208
24525,19.2236,16.6916,12.3993
24526,19.0721,17.0748,11.9963
24527,19.0536,17.3149,10.8659
24528,19.9349,16.2466,10.3589
24529,19.9857,15.3457,10.1928
24530,18.7354,15.6841,10.7
24531,16.4648,14.9572,10.6013
24532,16.7645,15.0288,11.4339
24533,17.2918,15.7268,11.9411
24534,18.0146,15.8472,11.6368
24535,18.5515,15.6378,12.1441
24536,18.9755,15.8243,12.5586
24537,17.4138,15.8742,12.1312
24538,17.9544,15.9246,11.4653
24539,18.7201,16.1275,11.0381
24540,19.2833,16.4004,10.1001
24541,19.0292,17.2986,10.2292
24542,19.8097,17.5217,10.2498
24543,20.4627,18.1737,10.638
24544,18.0601,18.0626,11.0214
24545,18.8575,18.3119,10.4954
24546,18.8869,18.9749,10.3607
24547,19.4604,19.4283,9.59121
24548,17.6335,18.7772,9.55936
24549,16.1109,17.9849,10.3058
24550,16.1821,17.844,10.977
24551,15.547,17.1931,6.99128
24552,15.7422,15.3835,7.22367
24553,16.0011,15.8506,7.83331
24554,15.7093,15.5307,8.24356
24555,16.3715,15.2998,8.60085
24556,16.5145,15.7826,8.83764
24557,16.033,15.1323,9.1374
24558,16.3849,14.8377,9.5919
24559,16.945,15.0627,10.1744
24560,17.3029,15.5235,9.34113
24561,16.8717,16.2884,9.96721
24562,17.4384,16.6326,10.7368
24563,18.2184,15.7249,10.8368
24564,18.8213,16.0692,10.7244
24565,18.4568,15.994,10.9612
24566,18.4703,15.358,11.2966
24567,16.7483,15.4547,10.5329
24568,16.477,15.6292,10.0158
24569,15.4526,15.5918,8.93624
24570,15.0257,16.0681,8.56653
24571,15.4073,15.8786,7.17165
24572,15.3787,16.2813,7.71416
24573,15.8868,16.1279,8.03126
24574,16.5334,16.2308,7.71825
24575,17.1856,16.3552,8.19133
24576,17.8312,17.1147,8.77425
24577,17.7507,15.3035,8.57256
24578,16.1964,16.2492,9.33131
24579,15.5052,16.2565,9.67862
24580,15.857,16.6324,9.50393
24581,16.3775,16.42,10.047
24582,16.0936,16.267,9.75539
24583,16.6373,15.5138,10.2445
24584,16.4441,15.69,11.1316
24585,16.5604,15.9932,11.049
24586,17.0971,15.8318,10.5688
24587,17.2805,15.7113,9.60695
24588,16.325,15.6578,8.9572
24589,16.5268,15.8704,9.14756
24590,16.506,16.2314,9.93723
24591,16.1612,16.9664,10.1429
24592,15.9782,17.4147,10.8249
24593,16.5688,15.2496,11.3306
24594,16.8572,15.7193,9.56112
24595,16.4445,15.8448,10.1386
24596,15.9739,16.3129,10.7405
24597,16.7071,16.9099,11.4225
24598,17.3803,17.6484,11.9283
24599,17.3659,17.9054,11.2261
24600,16.8187,18.0311,10.0882
24601,17.0723,18.0275,10.0095
24602,16.1847,18.2846,9.58513
24603,16.0922,18.5373,10.0626
24604,16.7079,18.1183,9.41592
24605,16.4702,15.5572,9.29647
24606,16.6928,16.3985,9.36741
24607,17.0122,15.9578,9.99089
24608,16.0306,15.7814,10.8458
24609,16.1559,15.9543,11.4841
24610,16.0539,16.4421,12.0081
24611,16.1513,16.1971,12.6464
24612,16.2328,16.5076,12.3132
24613,16.1711,16.0556,12.9324
24614,16.2284,16.4067,12.4759
24615,16.409,17.3056,11.0352
24616,16.4213,17.0046,11.1045
24617,16.7964,16.6521,11.3899
24618,17.205,16.5937,9.77176
24619,17.4104,16.3397,10.1882
24620,17.9642,16.4888,9.56309
24621,16.4914,15.7555,9.88436
24622,15.9498,16.0948,10.4758
24623,16.0187,16.3181,9.79623
24624,16.0898,16.3661,9.98221
24625,16.4825,16.6371,9.88091
24626,16.5932,16.2713,10.3211
24627,16.0494,16.5939,11.1034
24628,16.1209,16.2283,10.7137
24629,17.0744,16.1266,9.06801
24630,17.8256,15.2445,8.64232
24631,18.4586,14.7286,5.71777
24632,19.2873,15.0338,6.16426
24633,19.0044,14.7006,6.87253
24634,19.2229,14.9726,6.93668
24635,19.4181,15.6597,7.35168
24636,19.5815,15.9562,7.00822
24637,16.1835,16.8288,7.78192
24638,16.9584,17.0334,8.25871
24639,17.6805,17.3388,8.83758
24640,17.1841,16.0154,9.42914
24641,17.5423,14.8125,10.008
24642,17.6702,15.0296,8.53942
24643,17.2127,15.1363,8.82859
24644,17.5322,15.2385,9.0586
24645,16.2586,14.7021,8.68372
24646,16.3994,14.6993,9.36851
24647,16.9969,15.5362,10.2957
24648,16.2932,16.3006,10.2353
24649,17.0313,16.4947,9.9332
24650,17.2414,15.5007,10.5839
24651,17.0491,15.8578,10.8982
24652,17.0478,15.8506,11.549
24653,17.3793,15.484,11.5424
24654,16.8434,16.1547,11.8794
24655,17.5326,16.0721,11.2675
24656,16.4916,15.4184,11.4031
24657,16.69,15.3358,11.5982
24658,16.6066,15.6248,9.78152
24659,16.3964,16.3634,9.80551
24660,16.2086,16.0347,9.93385
24661,16.9511,15.766,10.4476
24662,17.0813,16.5306,11.2456
24663,16.1902,17.0589,11.2203
24664,16.2783,16.2841,11.4652
24665,16.8556,15.1584,12.1794
24666,17.2739,15.6489,11.194
24667,18.0095,16.0348,10.7757
24668,17.5718,15.9543,10.0688
24669,17.7329,16.2811,9.39197
24670,17.5105,16.5409,10.1808
24671,17.6763,15.6027,10.245
24672,17.8278,15.399,10.4582
24673,16.7944,16.117,11.1968
24674,17.3727,15.7251,10.8987
24675,17.3053,15.6248,10.3531
24676,18.0436,15.7057,10.8082
24677,18.0974,15.6712,10.9992
24678,16.7074,16.4843,10.2056
24679,16.74,16.3439,9.88808
24680,16.668,16.4517,9.47321
24681,16.6152,16.6477,10.2479
24682,16.3426,17.3758,8.97455
24683,16.7358,16.3284,9.05214
24684,16.6377,15.982,9.1922
24685,16.8725,16.5938,9.56173
24686,16.7891,16.0753,9.66889
24687,16.2954,15.6925,9.89
24688,16.5826,15.9822,10.0392
24689,17.1463,16.1613,10.83
24690,16.5153,15.9799,11.1471
24691,16.7138,15.743,10.7733
24692,16.9217,15.6799,9.59973
24693,16.6243,15.4515,9.89102
24694,16.6431,15.8223,9.60057
24695,16.996,15.4746,9.59496
24696,17.4246,15.8671,10.0015
24697,16.3877,16.3903,9.89555
24698,15.5383,15.2242,9.09022
24699,16.017,15.7475,9.22724
24700,16.5527,15.6391,9.03064
24701,16.945,16.0816,9.27616
24702,17.0524,16.0819,9.32848
24703,16.7688,16.0023,9.62959
24704,16.1864,15.7892,9.53341
24705,16.1781,16.652,9.31777
24706,16.3546,15.6489,8.67413
24707,16.7826,14.848,8.9832
24708,17.2057,15.4729,8.90775
24709,15.1942,16.1259,5.9896
24710,14.2693,15.7021,6.32578
24711,14.4632,15.9587,6.35517
24712,14.5995,15.0591,6.86719
24713,15.0127,14.7849,7.35641
24714,15.2732,15.0071,7.68979
24715,15.3297,15.3916,7.82452
24716,15.3852,14.9828,8.14479
24717,15.3686,14.9076,8.17079
24718,16.1476,15.4738,8.11819
24719,16.3501,15.66,8.8035
24720,16.3044,15.8296,8.55091
24721,16.3949,15.8585,8.71342
24722,16.2645,15.2847,9.12615
24723,16.197,16.1637,9.65852
24724,15.8188,16.694,9.39122
24725,16.445,16.9767,9.29762
24726,16.5833,16.0295,9.11846
24727,16.9677,16.6248,9.66954
24728,16.526,16.917,10.3793
24729,16.6776,17.2232,10.3336
24730,16.6994,17.3191,9.51168
24731,16.4296,16.0246,9.66632
24732,16.7831,15.6462,9.82611
24733,16.0527,15.169,8.91565
24734,16.7178,15.1533,9.40002
24735,17.1111,15.4072,8.4736
24736,17.4968,14.9256,8.95151
24737,18.0157,14.6267,9.45097
24738,17.7976,14.8004,10.1472
24739,17.0668,14.8752,10.2757
24740,17.5491,15.4441,11.0268
24741,17.8895,15.2227,11.723
24742,16.6404,16.121,10.7905
24743,16.3812,16.4805,9.39792
24744,15.5114,16.1172,9.6911
24745,15.9486,15.9603,10.2312
24746,16.3669,15.6791,11.1437
24747,16.9726,16.1378,9.4023
24748,17.4426,15.828,9.14823
24749,17.4899,15.9232,9.17502
24750,18.1929,16.0533,8.59115
24751,18.5209,15.9081,9.21286
24752,17.7195,16.4054,9.72575
24753,17.43,16.4777,9.7763
24754,17.1875,15.4769,10.1297
24755,17.5472,15.993,10.6731
24756,17.9512,15.5171,11.5281
24757,17.7369,15.5236,12.3941
24758,18.602,16.0147,13.215
24759,18.5555,16.7276,13.2656
24760,17.1182,16.1632,11.97
24761,17.6929,15.8317,11.7277
24762,17.5015,15.7948,11.7785
24763,16.2929,15.1468,10.974
24764,16.5978,15.5671,11.0358
24765,16.5891,15.5777,10.5569
24766,16.5405,16.3188,10.7033
24767,16.5888,15.9682,9.50649
24768,17.2284,15.892,8.28148
24769,15.6694,16.1644,8.50045
24770,16.1182,16.9029,9.43094
24771,15.7548,17.0371,9.78654
24772,16.3541,17.0402,10.5499
24773,17.0951,17.1744,10.6148
24774,17.1328,16.9188,11.5453
24775,16.7804,16.5532,11.7279
24776,16.2034,16.2131,10.3332
24777,15.8838,15.7296,9.8953
24778,16.0496,15.2654,10.5647
24779,16.2876,15.6123,10.5964
24780,16.8857,14.7637,10.961
24781,17.6649,15.1429,10.9927
24782,16.1583,15.6941,10.1062
24783,16.3094,15.5837,10.8214
24784,16.5677,15.6931,11.3319
24785,16.4477,15.5177,11.6527
24786,16.708,15.9561,12.4121
24787,16.9559,15.8357,12.157
24788,16.8643,15.0799,11.4648
24789,17.4944,15.1315,11.5428
24790,17.5317,15.358,11.6272
24791,17.6356,15.4636,11.318
24792,16.9623,15.4582,11.9457
24793,16.3903,15.4773,11.2539
24794,16.8282,15.8822,11.1292
24795,17.5413,15.6715,10.135
24796,16.9352,16.432,9.93593
24797,17.0178,16.5632,9.38664
24798,16.7063,15.4945,9.59414
24799,16.0161,16.0055,10.2238
24800,15.9357,15.4096,10.6932
24801,16.2719,15.625,10.5225
24802,16.5914,15.8423,9.93522
24803,16.2437,16.1442,9.5016
24804,16.2524,16.4635,9.58886
24805,16.29,16.899,9.9974
24806,17.0033,15.7097,10.2288
24807,16.3978,15.3986,9.27156
24808,16.4809,16.1574,9.60257
24809,16.17,16.3572,9.6512
24810,16.8512,16.6568,9.78002
24811,17.6088,16.5092,9.50954
24812,16.6675,16.7399,9.76835
24813,17.2384,16.0593,8.8875
24814,17.4607,16.4646,9.50732
24815,17.4152,16.0712,9.79928
24816,17.1406,16.196,10.1445
24817,17.6335,16.5258,9.82578
24818,17.3185,16.7165,9.82752
24819,15.9934,15.756,8.64966
24820,16.306,15.3175,9.25116
24821,17.0788,15.594,7.86481
24822,17.4467,15.6728,8.38203
24823,17.4116,16.538,8.49654
24824,17.7796,16.8202,9.17681
24825,16.1232,17.184,9.82908
24826,16.3255,17.7965,10.383
24827,16.4245,16.8808,9.76603
24828,16.1767,17.1795,10.2664
24829,16.0351,16.1567,9.87342
24830,16.4525,16.739,9.1566
24831,17.0811,17.0864,9.90953
24832,17.26,15.4926,9.59577
24833,17.2452,15.5853,9.97019
24834,18.0851,15.7804,10.3983
24835,17.9791,15.7535,10.4541
24836,17.4798,15.9923,10.1355
24837,17.0401,15.949,10.4776
24838,17.2017,15.9696,9.22009
24839,17.5553,16.3707,10.0028
24840,17.8675,16.0274,10.6483
24841,18.6153,16.4211,11.0777
24842,18.5085,16.3263,10.8565
24843,18.0075,15.602,11.4378
24844,18.0954,15.4399,10.4327
24845,17.9267,15.1592,9.73193
24846,17.0774,16.0303,9.59185
24847,17.7818,16.388,9.83259
24848,16.921,16.3867,10.0105
24849,16.6478,16.579,10.3911
24850,16.7552,17.0843,10.1121
24851,16.8264,16.8876,9.06175
24852,17.367,16.2669,8.68788
24853,15.9076,15.9756,8.62092
24854,16.1016,15.8811,8.87746
24855,16.342,16.2029,8.86112
24856,16.5041,16.2716,9.16056
24857,16.3785,16.0898,8.91416
24858,15.8318,15.9093,8.58836
24859,15.6475,15.9752,8.32405
24860,15.6471,15.6286,7.962
24861,15.6629,16.0045,8.49681
24862,15.8278,15.9832,9.16511
24863,16.1277,16.3843,9.23031
24864,16.5333,15.2575,9.47253
24865,15.9516,15.5758,9.87677
24866,16.9299,16.0546,10.2235
24867,16.0618,15.7848,10.2566
24868,16.6482,14.9133,10.7654
24869,17.4634,15.8543,11.0949
24870,17.7846,16.0051,11.659
24871,17.7929,15.9123,12.1825
24872,17.1347,15.2782,12.2479
24873,17.456,15.8777,9.70108
24874,17.112,15.8602,9.22829
24875,16.9328,15.6522,9.88134
24876,16.7754,16.1169,9.94291
24877,16.3473,16.2679,9.98084
24878,16.6241,16.06,9.20005
24879,17.1398,16.4042,10.1155
24880,17.5807,16.7966,10.4501
24881,16.6188,16.966,10.991
24882,16.4682,17.2481,11.6671
24883,17.2171,17.7275,10.7058
24884,15.8894,16.4871,9.78092
24885,16.4995,17.2122,9.59474
24886,17.1706,17.0229,9.77316
24887,16.4366,16.5455,9.06741
24888,15.8769,16.4221,8.26978
24889,16.7532,14.6119,8.39344
24890,16.8018,14.9331,8.7304
24891,16.829,15.1041,8.25606
24892,16.7083,15.6484,8.34183
24893,16.6339,16.2228,8.67917
24894,16.6047,15.7513,9.17647
24895,16.6468,16.2382,8.14562
24896,17.1264,15.7668,8.36279
24897,17.2963,15.5655,8.86168
24898,16.3402,15.8287,9.40639
24899,17.1846,16.224,8.92415
24900,16.7065,15.5512,9.11801
24901,17.4497,15.9899,9.8083
24902,17.4816,16.1342,10.6093
24903,18.2644,16.2669,11.3376
24904,18.9259,15.7203,11.9254
24905,19.7194,15.8647,12.4159
24906,17.9039,15.9759,12.3014
24907,17.4516,16.2947,12.3117
24908,17.4567,16.1451,13.04
24909,17.1664,16.586,13.6279
24910,17.9642,16.8548,13.5135
24911,17.195,16.3248,13.0958
24912,17.1631,16.6995,12.4344
24913,17.6466,16.6578,12.3201
24914,17.3005,16.7203,11.7094
24915,16.4113,16.8684,11.7405
24916,16.6882,17.1515,12.0014
24917,16.3292,17.3692,12.5894
24918,16.7548,17.3202,12.5559
24919,16.6269,17.6034,13.1439
24920,15.8866,15.0825,13.03
24921,15.9663,15.542,10.2995
24922,15.6943,15.2361,8.88064
24923,15.9992,14.4511,6.49246
24924,16.7108,14.4553,6.97642
24925,17.05,15.2537,6.98971
24926,16.77,15.2301,7.71932
24927,16.6423,15.9421,7.99769
24928,16.9666,16.6024,8.42472
24929,16.1036,15.7924,8.79428
24930,15.9351,16.3163,9.04418
24931,16.541,16.7855,8.79931
24932,16.955,16.7606,8.99428
24933,17.0492,17.2795,9.1124
24934,15.7334,14.9419,9.33336
24935,16.3008,15.2784,9.87456
24936,16.3127,15.7387,10.3587
24937,16.3387,16.3779,9.65193
24938,16.5475,17.0384,9.50737
24939,17.2662,17.4017,9.46731
24940,17.5218,15.532,9.30169
24941,17.5208,15.6712,9.09363
24942,18.1773,15.6095,9.64542
24943,18.5877,15.2654,10.1408
24944,16.082,15.9695,10.7923
24945,16.1678,15.6002,11.2656
24946,16.3874,15.4741,10.4084
24947,15.8809,15.6891,9.60729
24948,16.0112,15.1827,10.166
24949,16.1363,15.6463,10.6376
24950,16.2614,16.2143,10.3677
24951,16.2869,16.5901,10.6189
24952,16.6054,17.4726,10.0655
24953,16.7974,17.3772,8.7041
24954,16.2321,16.6018,9.41035
24955,16.5032,16.5065,10.2441
24956,17.1638,16.5887,10.794
24957,17.3208,16.6229,10.2674
24958,17.7137,16.2924,10.199
24959,17.7397,17.1284,10.5484
24960,18.2756,16.4979,10.9562
24961,18.1363,16.8746,10.209
24962,18.6307,16.0713,10.5077
24963,18.748,16.9757,9.5726
24964,18.7238,16.3048,10.0466
24965,18.8541,17.0345,10.4916
24966,18.7478,16.7678,10.8306
24967,18.5136,16.257,10.4022
24968,19.0465,15.8795,9.86968
24969,18.1711,15.7764,9.99976
24970,18.9627,15.58,10.8291
24971,19.2694,16.0287,11.4557
24972,17.8188,16.1239,11.7948
24973,17.4754,17.03,10.0573
24974,17.9119,17.786,10.0561
24975,17.4721,16.9924,9.7295
24976,17.3366,16.7522,9.33198
24977,16.4709,16.8934,9.56631
24978,16.2301,15.4088,9.13256
24979,16.3564,15.6926,9.29183
24980,16.488,15.6088,9.33711
24981,16.7023,15.8391,9.21342
24982,16.1721,16.1521,10.1243
24983,16.3543,15.8581,10.3554
24984,16.1777,16.2471,9.70031
24985,16.1908,16.5677,9.91029
24986,16.1995,15.4359,9.77222
24987,16.9956,14.7496,9.01479
24988,17.2846,14.1472,8.73116
24989,15.7229,14.5313,6.78633
24990,15.4297,15.0566,7.12122
24991,15.2286,14.7944,7.98623
24992,16.1381,15.346,8.36305
24993,16.2397,15.9856,9.12718
24994,16.0985,14.665,9.28477
24995,15.2843,15.488,9.32408
24996,15.8263,14.858,8.41742
24997,16.3385,14.6217,9.29987
24998,16.4415,14.5974,10.0671
24999,16.4368,15.0518,10.1967
25000,16.4001,15.3919,10.054
25001,16.3803,15.9608,10.1838
25002,16.0823,15.6729,9.81132
25003,16.4567,15.7194,10.0268
25004,16.81,15.3282,9.62895
25005,17.2876,15.7627,10.3106
25006,16.8424,15.1917,10.1022
25007,17.1273,15.1342,10.5138
25008,17.1269,15.1253,10.8813
25009,17.6981,15.0838,11.1698
25010,17.6526,15.0745,11.5373
25011,17.7308,15.1187,10.5457
25012,17.769,15.3743,10.9953
25013,17.765,15.5653,8.27829
25014,18.3285,16.0878,8.51356
25015,18.5415,17.0268,8.76758
25016,17.9708,17.4591,9.58252
25017,16.6619,18.3287,9.43668
25018,17.3199,16.325,9.77139
25019,17.4124,16.776,10.0264
25020,17.8091,16.7926,9.74214
25021,18.5112,16.8657,9.96552
25022,19.4161,16.7942,10.6214
25023,18.5663,17.3831,10.4987
25024,18.168,18.2517,11.2317
25025,18.2578,18.4165,11.998
25026,17.5583,16.4362,11.1063
25027,17.4131,16.9531,10.6917
25028,17.3915,16.0108,10.3951
25029,16.9468,15.8282,10.5932
25030,17.4337,16.1568,11.1117
25031,17.6954,16.3601,10.8121
25032,17.106,16.307,9.84951
25033,17.5584,15.768,10.1364
25034,16.8359,15.5112,11.0935
25035,16.3857,15.3328,9.85489
25036,16.9011,15.0193,9.14534
25037,15.7106,14.5162,8.51417
25038,16.186,14.7508,8.58339
25039,15.7406,14.5598,8.96998
25040,16.6312,14.3657,9.29174
25041,15.3308,15.1224,9.84064
25042,15.587,15.1382,10.266
25043,15.9367,15.3594,9.56562
25044,16.2418,15.3369,10.1146
25045,16.4941,15.4728,9.81502
25046,16.1056,16.1643,10.2274
25047,16.3656,16.5436,10.0427
25048,16.7085,15.9693,9.65996
25049,16.467,16.1183,9.0372
25050,16.9089,15.261,9.68888
25051,16.1333,14.9688,8.85854
25052,16.4674,15.7511,9.25778
25053,16.5681,15.8388,9.49284
25054,16.4255,15.1393,9.08918
25055,16.4381,15.4928,8.86076
25056,17.1491,15.4641,8.49733
25057,16.9368,15.5302,9.16644
25058,17.6479,15.5305,9.32894
25059,17.9673,15.7288,9.00369
25060,17.4947,16.636,9.31446
25061,18.2214,17.0364,9.63321
25062,18.5409,16.8437,9.80167
25063,16.866,17.1495,10.1507
25064,17.1855,16.4758,9.8532
25065,16.641,16.7817,10.4804
25066,17.1938,15.5161,9.9005
25067,16.3145,15.8904,10.8334
25068,16.0663,15.3286,11.4606
25069,16.2543,15.3103,11.2496
25070,16.3143,15.2702,10.137
25071,16.4291,15.7635,9.6552
25072,16.6318,16.3289,10.3943
25073,16.5177,16.6897,8.64715
25074,15.6165,17.0752,8.11296
25075,16.0252,17.4361,8.05886
25076,16.4823,16.8426,8.24575
25077,16.8819,15.7218,8.6632
25078,17.0686,15.9949,9.22219
25079,16.4077,15.8773,9.36702
25080,16.5683,16.1666,9.1265
25081,17.2634,16.5295,8.95593
25082,17.4753,16.4517,8.87616
25083,15.7602,16.6116,9.25864
25084,16.3652,15.6745,10.129
25085,17.2786,15.4521,9.87308
25086,17.7259,15.8988,10.1402
25087,16.7362,16.671,9.88996
25088,16.3818,16.6469,10.0856
25089,16.9042,15.9174,9.79411
25090,17.0326,15.889,9.8926
25091,16.9854,15.7422,9.52221
25092,17.3953,16.0516,9.90671
25093,18.2235,15.6153,10.3014
25094,18.352,15.9626,10.7116
25095,16.2292,15.7427,11.001
25096,16.4829,15.9283,9.29557
25097,17.1049,15.4151,8.98228
25098,16.933,15.9075,9.21733
25099,16.6882,16.1544,9.87445
25100,16.0422,15.976,10.2434
25101,16.5623,16.2205,10.523
25102,16.7294,15.2275,11.0808
25103,17.0679,15.6854,11.6652
25104,17.6019,16.2783,11.7565
25105,17.769,16.2273,12.111
25106,16.9499,16.5098,10.3232
25107,17.2086,17.0943,10.2308
25108,17.558,17.0007,10.8482
25109,18.1215,16.2821,10.9811
25110,18.0327,15.6826,10.8221
25111,18.6871,15.4783,10.815
25112,18.6147,15.8159,11.4049
25113,17.14,16.3972,10.7179
25114,17.4558,15.6769,9.79318
25115,18.0952,15.6767,9.68208
25116,18.7608,16.0327,10.2351
25117,18.6743,16.0683,10.6577
25118,16.8776,16.6955,9.8432
25119,17.4255,17.0415,10.2497
25120,18.0911,15.4859,10.8982
25121,18.2591,15.53,11.8079
25122,17.4641,16.4494,10.4554
25123,17.7257,16.631,10.033
25124,17.6371,16.3089,9.56055
25125,16.9547,16.0582,9.87991
25126,16.4042,15.4456,9.76097
25127,15.4793,14.4432,7.52092
25128,15.8122,14.6206,8.25553
25129,16.1395,15.1676,8.23142
25130,16.675,15.8718,8.80865
25131,16.841,15.7098,9.25912
25132,16.7579,15.8294,9.70349
25133,16.2108,16.2945,9.78412
25134,16.8603,16.6337,9.54042
25135,17.2976,16.7534,9.73927
25136,18.1007,17.0285,10.4254
25137,18.0344,16.8123,9.82672
25138,18.2943,16.4535,9.92031
25139,18.0179,17.1279,9.87785
25140,18.278,17.6919,10.0392
25141,17.4139,18.3266,10.2096
25142,17.4612,18.4261,10.3038
25143,17.2017,16.7385,10.0516
25144,17.2368,15.989,10.1507
25145,16.6595,16.3787,10.0054
25146,17.1147,15.8916,10.4785
25147,17.5707,15.5729,10.445
25148,18.1741,15.5857,10.9573
25149,18.4432,16.1714,11.5189
25150,17.6752,16.7501,11.7019
25151,18.2129,15.5914,10.198
25152,18.1034,16.3327,9.8131
25153,18.4671,17.0528,10.5647
25154,17.6278,16.8202,11.147
25155,17.2029,17.4703,11.6406
25156,17.9488,16.1672,12.3697
25157,17.9777,16.0968,12.9428
25158,18.1243,16.2596,13.2844
25159,18.0839,15.8561,13.5645
25160,17.5793,16.2767,11.4825
25161,16.8972,16.0953,11.6511
25162,17.1635,15.7883,10.3807
25163,17.3475,15.6783,10.9577
25164,17.4162,16.2701,11.5331
25165,17.2094,16.564,11.8966
25166,17.8365,16.3307,11.5161
25167,16.3515,15.4026,10.451
25168,16.3275,15.9538,10.5437
25169,16.6207,15.3607,10.7127
25170,16.5888,15.7396,9.84537
25171,16.3128,16.4553,10.2342
25172,16.7164,16.8293,10.4666
25173,16.6349,16.3067,9.65118
25174,17.0385,16.9542,9.33871
25175,16.8833,16.5567,9.74057
25176,16.7649,16.6544,10.2412
25177,17.3634,16.6836,10.6103
25178,17.5494,15.8698,11.1109
25179,17.3371,15.9007,10.2073
25180,17.4843,16.0103,9.78975
25181,17.0659,15.4937,10.2224
25182,17.0089,15.529,9.52668
25183,16.5671,15.8265,10.0275
25184,16.3733,15.3868,9.02133
25185,16.6668,16.2225,8.89228
25186,16.7954,15.1758,9.27627
25187,16.032,15.0743,9.29274
25188,16.4185,13.9487,8.24289
25189,14.7923,13.6529,5.87043
25190,14.1192,14.5103,6.3477
25191,13.6646,15.0308,6.87303
25192,13.7812,15.6758,7.7261
25193,14.5777,15.9705,8.15354
25194,15.1462,16.8316,8.57048
