m,Projective,Affine,Ruzsa
6072,14.1415,12.9165,9.28106
6073,14.0346,12.847,8.19687
6074,13.7654,13.3475,8.19272
6075,13.5571,13.9558,7.98179
6076,13.9144,14.6194,8.38935
6077,14.2609,15.0835,7.72863
6078,13.5411,14.1297,7.81837
6079,14.1573,14.1744,7.8184
6080,13.9943,14.5339,8.06835
6081,14.4752,15.2202,8.06216
6082,13.6764,13.915,8.48759
6083,13.8814,14.2823,8.6183
6084,14.5824,13.3726,8.43278
6085,15.3708,13.2797,8.44826
6086,14.6347,13.3683,9.02625
6087,14.6802,13.057,8.34826
6088,14.8247,13.5371,7.52781
6089,14.6267,13.7784,8.07466
6090,14.0745,12.7269,9.02746
6091,13.9156,13.511,8.85227
6092,12.8894,13.992,8.19979
6093,13.2693,14.4864,7.94914
6094,14.1639,13.0822,7.63434
6095,14.4661,12.9312,8.1509
6096,15.1273,13.4135,8.25247
6097,14.2591,13.6943,8.27903
6098,14.8816,14.1767,7.95107
6099,14.1932,13.5357,8.05484
6100,13.8864,12.3882,8.03587
6101,14.0583,12.8831,8.35468
6102,14.5227,12.7654,8.88413
6103,13.4288,12.9141,9.13087
6104,13.957,13.279,9.28696
6105,14.2916,13.8445,9.49584
6106,14.3016,14.4108,10.1357
6107,14.4949,13.6386,10.1393
6108,14.5673,13.257,9.65211
6109,14.6215,13.9362,8.69968
6110,14.974,13.4219,8.37128
6111,13.562,13.6414,7.71605
6112,13.9306,13.1935,7.99697
6113,14.0456,13.423,8.82504
6114,14.8965,13.8298,8.42664
6115,15.1106,13.7652,8.51369
6116,15.6696,13.7716,7.65423
6117,13.717,13.5237,7.26195
6118,14.2491,12.7926,7.63299
6119,14.9923,13.4877,7.24551
6120,14.5979,13.0178,7.83852
6121,14.9828,13.4787,8.02904
6122,15.4811,14.2979,7.72637
6123,15.7941,14.8924,7.00973
6124,14.2884,13.192,7.32035
6125,14.324,13.1077,7.72242
6126,14.3448,13.4114,8.66708
6127,14.1862,13.046,8.20036
6128,14.4697,13.1635,9.017
6129,14.3518,13.2516,7.83745
6130,13.9147,13.1725,8.02744
6131,14.1608,13.5087,7.61532
6132,14.2849,13.6299,8.43086
6133,14.3107,14.4231,7.86947
6134,13.9759,13.8709,8.57977
6135,14.3894,14.0262,8.67467
6136,15.2402,14.0692,8.22455
6137,14.6788,14.6332,8.01909
6138,14.3071,14.6764,8.69865
6139,15.0456,13.2475,8.45908
6140,14.2467,13.124,8.77272
6141,14.7868,13.0371,8.5915
6142,15.6605,12.449,8.59931
6143,14.6164,12.0231,8.2864
6144,14.9453,12.3505,8.47011
6145,15.3945,13.1442,8.15464
6146,16.0483,12.9753,7.52877
6147,15.332,12.9928,7.42469
6148,15.3863,12.466,8.24618
6149,14.3746,12.8551,8.69072
6150,13.8639,13.3216,8.37147
6151,14.3213,13.9821,9.2382
6152,14.0928,13.8022,9.04159
6153,14.1288,13.5805,8.47658
6154,14.4047,14.1025,9.24386
6155,14.7253,14.0075,9.04784
6156,15.4938,13.3489,8.36314
6157,14.7724,13.5817,8.52027
6158,14.0679,13.0038,8.88405
6159,13.9921,13.6579,8.07535
6160,14.1231,13.9673,8.12573
6161,14.3263,13.426,8.89329
6162,14.5647,13.3745,7.58589
6163,14.2806,13.4656,7.73421
6164,14.8527,13.5496,7.93007
6165,14.6159,13.8021,7.79869
6166,14.1682,14.0596,8.22045
6167,14.2986,14.1512,8.24209
6168,14.169,12.7749,8.24221
6169,14.248,12.5793,8.90544
6170,14.257,13.158,9.46634
6171,14.6451,13.237,7.92033
6172,14.2949,11.4314,8.29957
6173,14.3627,11.3695,5.17648
6174,13.77,11.5498,4.92965
6175,12.7884,11.8559,5.31565
6176,13.4334,11.2639,5.7009
6177,13.3991,12.1853,5.80522
6178,13.8533,12.2367,5.80849
6179,14.575,12.6448,6.40103
6180,14.7942,11.8652,7.22307
6181,14.9252,12.1521,7.47499
6182,14.9213,12.8039,8.20984
6183,15.6332,12.9109,9.03191
6184,14.8937,12.7869,8.27494
6185,15.1068,12.921,8.96017
6186,13.8037,13.6213,8.95864
6187,14.3362,13.9525,8.98422
6188,14.1044,14.6,9.57156
6189,14.5162,13.8296,10.3302
6190,14.6133,13.6371,10.3034
6191,14.5399,14.1233,10.277
6192,14.6964,14.0613,11.1343
6193,15.0029,13.4147,10.0705
6194,14.8865,13.7039,11.0545
6195,15.3505,14.1048,10.629
6196,14.2625,14.3609,8.87635
6197,14.0651,12.4843,8.59011
6198,14.4285,12.9774,9.09452
6199,15.0706,13.3185,8.87343
6200,15.5636,13.3147,8.1976
6201,14.429,13.426,8.02584
6202,14.5252,12.8789,8.56364
6203,14.8714,12.9785,9.05715
6204,15.121,13.5882,8.34321
6205,13.9451,13.8443,8.34679
6206,14.0761,13.3949,8.27695
6207,14.0657,13.2448,8.61763
6208,13.9571,13.2291,9.26537
6209,13.8361,13.3592,8.49341
6210,14.0723,14.0279,8.08796
6211,14.7318,14.1974,8.33388
6212,15.2378,14.3262,8.82138
6213,15.816,15.0216,8.84849
6214,15.9153,14.1688,8.43685
6215,15.2393,13.9368,8.27631
6216,15.3014,14.0665,8.78146
6217,15.2399,13.6906,8.51734
6218,15.0115,13.8218,9.35586
6219,15.6012,14.1869,8.83422
6220,15.8311,13.1214,9.58391
6221,16.6595,13.3268,8.6688
6222,16.999,13.513,7.78034
6223,16.7258,13.8157,8.41876
6224,16.4486,14.0255,8.24365
6225,15.3478,13.0831,8.66346
6226,15.0712,12.8461,8.97346
6227,14.1645,12.6701,8.94106
6228,15.0043,13.2841,8.39374
6229,15.4466,13.1049,6.40729
6230,15.2482,13.0757,7.1607
6231,14.5229,12.893,7.5614
6232,14.689,13.2852,8.24165
6233,14.5816,13.6021,8.9951
6234,14.5979,13.6932,8.72659
6235,14.127,12.6617,8.46204
6236,14.712,12.231,9.13819
6237,13.9227,12.3372,8.81832
6238,14.2377,12.5158,8.00185
6239,14.6091,13.1079,8.57233
6240,14.2044,12.7638,8.52168
6241,14.6206,12.8265,8.49761
6242,14.0951,13.4161,9.30821
6243,14.5874,14.0365,8.87889
6244,15.3331,14.2015,9.77286
6245,16.1011,13.3062,8.84886
6246,16.6622,13.2614,7.79842
6247,17.0342,13.8004,7.15914
6248,16.9995,13.4075,7.94175
6249,17.0891,13.9395,7.74051
6250,17.0099,14.1343,8.52365
6251,15.6343,13.8296,8.97869
6252,15.1536,13.9713,8.88956
6253,15.0753,14.4746,9.27931
6254,15.4072,14.6343,8.76862
6255,15.0993,15.5604,9.1802
6256,14.8803,15.2055,9.07043
6257,14.6665,14.38,7.76141
6258,14.9033,13.3886,8.17896
6259,14.4731,14.1384,8.66001
6260,14.3958,15.0719,8.50138
6261,15.1341,13.7776,8.59878
6262,15.4329,13.4039,8.55839
6263,14.452,13.8013,8.85346
6264,14.7508,13.8997,9.39897
6265,14.841,12.6626,9.87418
6266,14.7919,13.607,8.59151
6267,14.5278,13.1524,8.68865
6268,14.8424,13.3685,8.19249
6269,14.2886,13.075,8.07467
6270,14.8045,13.2288,8.19084
6271,15.3924,13.0325,8.43088
6272,15.0547,13.4959,8.31841
6273,13.8843,13.4139,9.06234
6274,14.1711,13.1826,9.29745
6275,14.2553,13.9513,8.90417
6276,15.0527,13.3803,8.33831
6277,14.0246,13.8173,7.94489
6278,14.306,13.844,8.23685
6279,14.2406,13.1977,8.24127
6280,14.5222,13.3242,8.93279
6281,14.8703,13.6928,9.01834
6282,14.8769,13.4249,9.14571
6283,15.2337,13.4637,8.21387
6284,14.9613,13.8325,8.01713
6285,14.2662,13.5652,8.26637
6286,14.4343,13.1073,8.54359
6287,14.7842,12.8876,7.6779
6288,14.9232,12.5026,7.90613
6289,15.1768,12.3279,8.35218
6290,15.3023,12.7567,8.2945
6291,15.1471,13.012,8.75311
6292,15.8987,12.8353,9.28538
6293,15.4339,13.1549,8.71539
6294,15.3891,12.9287,9.12753
6295,14.6859,13.3419,9.50615
6296,14.6611,13.5865,9.66896
6297,15.2835,14.1403,8.9499
6298,15.2454,14.385,8.92558
6299,14.7825,13.7688,8.29567
6300,13.8746,13.8229,8.42277
6301,14.1892,13.641,9.26002
6302,14.722,13.4206,10.0207
6303,14.9077,13.8583,10.361
6304,14.928,14.4052,10.8288
6305,14.5052,14.9127,9.24437
6306,14.8938,13.9143,8.33662
6307,13.988,14.3967,8.43151
6308,13.6257,15.1887,8.18349
6309,13.9722,15.6965,8.50026
6310,14.5471,15.8297,8.28039
6311,14.0633,15.0384,8.46384
6312,14.4911,14.1471,8.3931
6313,14.564,13.8931,7.88501
6314,14.0385,13.4862,8.30844
6315,14.3735,13.7849,8.57367
6316,14.6109,14.2978,8.72476
6317,15.0102,13.7913,9.30454
6318,15.4976,13.1917,8.59575
6319,15.7609,13.2349,8.97528
6320,14.8845,12.7407,8.6053
6321,15.2445,13.604,9.09672
6322,15.5082,13.8169,8.00657
6323,14.3482,14.0142,8.81898
6324,14.2516,14.5064,9.54547
6325,14.1609,14.3602,9.26418
6326,14.1865,15.1962,9.11358
6327,13.3553,15.312,9.19429
6328,14.1674,12.9177,7.75111
6329,13.9633,13.3191,8.51821
6330,14.4047,13.6401,8.21955
6331,14.7293,13.4084,8.40512
6332,14.9656,13.9477,9.03819
6333,15.9294,13.7786,8.41495
6334,14.4249,12.7652,7.64109
6335,13.7457,13.5824,8.47631
6336,14.0539,13.901,7.28133
6337,14.2642,14.0778,7.93585
6338,14.5016,13.942,7.3126
6339,14.6754,14.5716,7.53919
6340,14.6338,15.1545,7.3864
6341,14.7928,14.3058,7.45336
6342,14.8985,14.8888,8.06378
6343,15.5668,14.3475,8.088
6344,14.2647,14.407,7.83294
6345,14.3159,13.7191,7.57418
6346,14.1089,13.9732,7.66583
6347,14.0281,14.3532,7.88437
6348,14.9507,13.8628,8.33282
6349,15.3191,13.9505,8.44971
6350,15.8385,13.8607,8.912
6351,15.9201,13.2474,7.98613
6352,15.4075,13.8622,8.04461
6353,13.9576,13.3672,8.22845
6354,13.9892,13.7894,8.45983
6355,14.0027,14.4751,7.95841
6356,14.2129,14.6069,8.07514
6357,14.0012,14.8386,7.71343
6358,14.5776,14.4322,8.04929
6359,14.3039,14.2958,7.84018
6360,14.1752,14.0671,8.33856
6361,13.6817,14.1223,8.91381
6362,13.4217,14.4238,9.29562
6363,13.9599,14.7398,7.88128
6364,14.3991,14.054,7.77872
6365,14.2466,13.7883,7.64819
6366,14.5429,12.7561,7.95415
6367,14.1639,13.2714,8.54288
6368,14.2849,12.9658,8.24922
6369,14.342,13.2295,8.02209
6370,14.3159,12.7381,8.16253
6371,14.1439,12.5642,8.23637
6372,14.3541,12.7603,8.62448
6373,13.8184,13.583,7.46884
6374,13.8005,13.8881,8.03079
6375,13.3289,12.6441,8.57903
6376,13.9997,13.1143,8.45746
6377,14.4032,12.83,7.6655
6378,13.9945,12.2471,7.24942
6379,14.3075,12.6437,7.36716
6380,15.2908,13.4696,7.88402
6381,15.4347,14.0455,8.11871
6382,15.9344,13.3694,8.7025
6383,14.0552,13.6416,8.87214
6384,14.0993,14.4676,8.35564
6385,14.0972,14.7951,8.48049
6386,13.7847,14.4207,8.73044
6387,13.7781,13.9467,8.70375
6388,14.172,13.5728,8.2569
6389,13.5627,13.2354,8.39204
6390,13.5545,13.55,8.17894
6391,14.3363,12.8009,7.89958
6392,13.7959,12.5397,8.09861
6393,13.4783,12.8114,8.1715
6394,13.5993,12.8271,8.99867
6395,13.5113,12.4127,9.02482
6396,14.2263,12.0927,8.73094
6397,12.7213,11.8054,4.21321
6398,12.2392,11.7877,4.28989
6399,12.2164,11.9309,4.28367
6400,11.992,11.909,4.98069
6401,12.6202,11.1269,5.31794
6402,12.2635,11.4315,5.61555
6403,12.8217,12.3532,5.9424
6404,12.7653,12.4704,6.27986
6405,13.0741,11.961,6.03891
6406,12.7407,12.1058,6.70113
6407,12.984,12.2235,6.89141
6408,13.1496,12.1292,7.42534
6409,13.649,12.6126,8.04007
6410,13.4552,13.2911,8.0692
6411,14.376,13.5762,7.43974
6412,14.0052,13.7523,8.00422
6413,13.7578,12.8563,8.38627
6414,13.9627,13.0969,8.7367
6415,13.9919,13.4761,8.13306
6416,14.2159,12.6573,7.61042
6417,13.4167,12.375,8.03994
6418,13.5087,12.4999,8.69052
6419,13.4871,12.9237,7.73242
6420,14.0906,13.6282,7.85777
6421,13.7003,13.0144,7.63333
6422,14.2889,13.872,7.62669
6423,14.2306,14.5766,7.41172
6424,13.2132,13.6786,7.65338
6425,12.8246,13.7313,7.15441
6426,13.2477,13.0578,7.24389
6427,12.808,12.0215,5.60078
6428,12.2214,11.4777,5.92487
6429,11.811,11.6657,6.76106
6430,12.005,12.4052,6.55684
6431,12.2965,13.3461,7.28036
6432,12.8985,12.8301,7.73716
6433,12.8886,13.1282,6.30046
6434,12.9428,13.8695,6.92835
6435,13.3418,14.8087,7.60123
6436,13.0167,14.2302,7.30884
6437,13.1855,13.8948,7.49582
6438,14.1073,13.6533,7.46394
6439,14.282,13.9895,7.4725
6440,13.8108,14.6645,7.94543
6441,13.6838,14.7994,8.61187
6442,14.2451,14.1518,8.7153
6443,13.8143,13.9013,9.15232
6444,14.1938,13.4101,8.73963
6445,14.0294,13.5943,8.97662
6446,14.5076,13.8523,9.44176
6447,13.9457,13.4176,9.62095
6448,13.5071,13.9766,8.57604
6449,14.4147,13.1136,7.29091
6450,13.8962,12.6778,7.8027
6451,14.1741,11.9663,6.84971
6452,13.4565,12.3703,7.57373
6453,14.1979,13.1324,8.07238
6454,14.7543,13.8523,8.63872
6455,14.7637,12.9438,8.12727
6456,14.2316,13.2557,8.20355
6457,14.2414,13.2592,8.40465
6458,13.959,14.0213,8.69825
6459,14.5061,13.1736,9.58693
6460,14.5164,13.7542,9.92729
6461,14.3144,13.07,10.4627
6462,14.212,13.4147,9.84989
6463,14.5815,13.3142,9.81187
6464,14.9325,13.6123,9.8088
6465,15.5666,13.8252,9.60652
6466,15.3105,14.1235,10.1688
6467,14.5812,14.0727,8.8978
6468,13.8144,14.3515,9.25809
6469,13.8074,13.6447,7.96765
6470,14.3328,13.9435,8.62932
6471,14.5312,13.5391,8.98994
6472,14.4059,13.4272,8.42119
6473,14.8975,12.8299,8.76447
6474,15.2515,12.7993,9.03055
6475,15.9296,12.976,9.04825
6476,14.9553,12.8022,8.88202
6477,14.7127,12.4627,8.66065
6478,15.4032,12.3458,7.64885
6479,14.8828,12.9143,7.47746
6480,13.9599,12.6485,7.95287
6481,14.1443,13.2622,7.64762
6482,14.0676,13.1949,8.4848
6483,14.5132,13.1896,8.53145
6484,13.6091,13.729,8.16237
6485,13.7282,12.9571,7.24653
6486,13.5671,12.9975,7.63724
6487,14.0137,12.9398,7.91827
6488,14.1455,13.0862,8.0115
6489,13.9286,13.5753,8.41114
6490,14.0152,12.6711,8.0206
6491,13.2898,11.4023,2.45163
6492,11.9597,10.9954,2.68455
6493,10.2742,11.2629,2.83051
6494,10.8657,11.474,3.25143
6495,11.0636,11.7416,3.245
6496,11.755,11.4235,3.12929
6497,11.802,11.3313,3.79771
6498,11.5215,11.9029,4.64609
6499,11.8186,11.9228,5.41547
6500,11.9709,12.1037,5.45906
6501,12.7535,12.5803,5.62934
6502,12.9027,12.5928,5.52172
6503,13.4479,12.3747,5.96683
6504,12.8342,11.6491,6.80022
6505,13.2153,12.1557,7.09418
6506,13.8067,12.6025,7.72023
6507,13.8685,12.7944,7.91714
6508,14.1344,13.3634,7.60032
6509,14.2376,13.9713,8.30073
6510,14.0018,13.7542,8.85733
6511,13.7053,12.7141,7.81793
6512,14.0236,12.693,8.39815
6513,14.2442,13.1912,8.60725
6514,14.3887,13.231,7.82186
6515,14.5287,12.7093,8.28808
6516,14.415,13.5402,7.84458
6517,14.8484,12.4534,8.39946
6518,14.062,12.5925,9.21102
6519,14.0628,13.1358,8.80953
6520,14.8516,13.9744,9.57298
6521,14.8667,13.8973,9.46815
6522,14.2472,14.2817,8.87832
6523,14.0469,12.8412,8.75945
6524,13.6371,13.3237,8.98143
6525,14.0164,13.087,9.2863
6526,13.4913,13.6179,8.25369
6527,13.5838,12.5401,8.83676
6528,13.5977,13.2822,8.88649
6529,13.4815,13.429,5.7876
6530,13.712,13.829,5.98452
6531,14.1563,13.7992,6.25311
6532,14.3286,14.5655,6.87341
6533,14.5526,14.6418,7.44363
6534,14.9883,15.4653,7.74296
6535,15.4328,15.0865,8.31324
6536,14.8914,14.7154,8.51059
6537,15.4677,15.2906,8.52238
6538,15.6039,15.5715,8.2487
6539,16.1788,15.1935,8.27944
6540,15.354,15.2102,9.03024
6541,15.0926,15.5795,8.70775
6542,15.1152,15.9304,9.41674
6543,15.004,15.9596,8.65175
6544,14.7344,15.5009,8.90038
6545,14.7202,16.0565,8.94331
6546,14.7668,16.5074,8.24259
6547,15.4591,16.5371,8.57114
6548,15.5911,15.0618,8.81427
6549,15.4252,15.5814,8.96307
6550,14.6732,14.6564,8.75952
6551,14.5221,14.7812,9.311
6552,15.0265,15.6201,10.0494
6553,14.4546,15.4014,10.0938
6554,14.1887,15.1524,10.3723
6555,14.8987,14.2309,10.2442
6556,14.4736,14.4649,10.289
6557,14.4009,14.6604,10.5678
6558,15.1272,13.8541,10.1116
6559,14.5547,13.1552,10.3907
6560,13.8826,13.2132,8.98512
6561,14.3944,13.6881,9.11302
6562,14.7753,13.597,9.69781
6563,14.4815,13.8472,9.15685
6564,15.1854,13.6459,9.94568
6565,15.4269,14.3331,9.03729
6566,15.6528,14.318,9.20658
6567,16.0412,13.9103,8.32445
6568,16.8603,13.499,8.14772
6569,16.1482,13.7804,8.50612
6570,16.3745,14.076,8.23217
6571,15.9793,13.9194,8.44333
6572,16.5621,13.6901,7.80584
6573,16.7887,13.7526,8.25004
6574,16.9054,14.3405,8.19525
6575,17.1323,13.2022,8.33593
6576,16.7379,13.7758,8.13368
6577,14.3761,13.3728,7.78132
6578,14.0229,13.0514,8.07763
6579,14.4484,13.7034,7.60296
6580,13.7384,12.4348,7.29249
6581,13.0727,12.4932,5.62062
6582,13.2982,12.5796,5.61999
6583,13.5769,12.9964,6.20245
6584,13.8409,12.4955,6.83192
6585,14.0786,12.4899,7.50656
6586,14.3575,12.948,8.14222
6587,13.9889,11.7249,8.77174
6588,14.044,12.0928,8.93593
6589,14.6891,12.7251,9.01292
6590,15.2131,13.4325,7.62588
6591,15.604,14.0354,8.0992
6592,15.0524,13.2363,7.17958
6593,15.9406,13.8741,7.43966
6594,16.6434,13.866,7.92067
6595,15.5411,13.5391,8.36763
6596,14.9774,14.3443,8.46207
6597,14.2996,14.8746,8.08924
6598,14.9748,15.0497,8.60481
6599,14.4857,14.787,7.775
6600,14.0447,15.4444,8.16771
6601,13.6426,15.6198,8.67841
6602,13.9241,15.0353,8.58169
6603,14.1437,14.2214,7.91501
6604,14.7607,13.6763,8.22173
6605,14.1859,12.638,8.05919
6606,13.2695,13.1191,7.41386
6607,13.7048,12.3714,7.12962
6608,14.6343,13.0619,7.21133
6609,13.6485,13.3481,7.77617
6610,13.4008,14.0258,8.44284
6611,14.1065,13.2479,8.584
6612,14.2633,13.9891,8.76716
6613,13.9719,13.1285,8.90854
6614,13.7489,12.6256,8.27249
6615,13.6496,12.8871,8.84476
6616,13.9199,13.4443,9.14447
6617,13.113,12.9057,7.73537
6618,13.0289,11.9997,6.92611
6619,13.5404,12.7099,6.54463
6620,14.1458,13.0374,6.81688
6621,14.7155,12.1907,7.04937
6622,15.0188,12.668,6.31372
6623,15.9224,12.7591,6.82369
6624,14.7339,12.8108,7.12483
6625,15.6191,13.369,7.9524
6626,15.9961,14.0583,8.77264
6627,16.1452,14.6305,7.60985
6628,16.9468,15.3199,7.64638
6629,15.6079,15.8105,7.67385
6630,15.5093,16.1095,7.70063
6631,15.9717,15.3553,7.48243
6632,15.8408,14.6699,7.53421
6633,15.4217,14.9693,8.4216
6634,14.7026,15.0531,7.65998
6635,14.7441,14.3003,7.87174
6636,14.4728,12.4309,7.544
6637,14.778,12.621,7.75728
6638,14.4918,13.522,8.54203
6639,14.6551,13.5754,7.90959
6640,15.24,13.61,8.51291
6641,15.5244,13.2387,7.97987
6642,16.2453,13.1223,7.78874
6643,16.8304,13.9037,8.16903
6644,17.0119,13.4852,8.47862
6645,14.1816,13.7771,8.74217
6646,13.779,13.9769,9.31129
6647,14.4181,14.578,8.66278
6648,14.882,15.4996,8.68949
6649,14.0488,16.1846,9.25882
6650,14.3549,16.2925,9.10104
6651,14.2112,14.056,9.06594
6652,14.2191,13.7813,8.31194
6653,13.814,13.545,8.40107
6654,14.0745,13.0347,9.33853
6655,14.4367,12.9487,9.12384
6656,13.6207,12.9868,8.65369
6657,13.8489,12.7379,8.28448
6658,14.0987,13.1152,8.53716
6659,14.1844,13.1508,8.72008
6660,13.6245,12.9646,8.72456
6661,14.1317,13.1959,7.04155
6662,14.7293,13.6837,7.36214
6663,13.5124,14.1832,7.66973
6664,14.2402,14.59,8.0459
6665,14.9411,13.8338,8.92488
6666,15.1267,14.1567,8.74794
6667,14.9137,13.8603,9.01419
6668,14.1197,12.8772,8.37704
6669,14.7231,13.5105,8.92763
6670,14.3925,13.5534,9.0906
6671,14.2286,12.75,9.22329
6672,14.4058,12.9417,9.0072
6673,14.1118,13.1012,7.85236
6674,14.8255,13.9289,8.02025
6675,15.3327,13.0305,8.24052
6676,15.2296,13.1479,8.55274
6677,15.5412,13.2551,8.88707
6678,15.924,13.5139,8.83851
6679,16.4,13.8272,9.17302
6680,16.7257,13.8123,8.98164
6681,16.0978,14.0439,9.20391
6682,15.0275,14.0993,9.08662
6683,15.4314,14.3971,9.34658
6684,15.4979,13.8392,9.91774
6685,14.4141,12.7056,8.631
6686,14.301,13.2047,8.34622
6687,14.017,13.1074,9.13133
6688,14.1392,13.332,9.21239
6689,13.9255,12.8218,8.09684
6690,14.1698,13.364,7.99027
6691,14.0593,12.9541,7.83077
6692,14.8452,13.2459,8.59937
6693,15.4192,13.8692,8.89789
6694,15.3958,14.1141,9.68448
6695,15.6827,13.7259,9.22592
6696,15.6371,14.2806,10.0126
6697,16.2035,14.3333,9.38922
6698,16.3372,15.1204,9.73931
6699,16.2408,14.0864,10.2831
6700,16.1283,13.2989,9.02496
6701,15.7317,13.0182,8.01038
6702,15.6197,13.3705,8.20922
6703,14.595,13.9094,8.29986
6704,14.13,14.6245,8.06549
6705,14.088,13.9631,7.9455
6706,13.4847,14.6783,7.90669
6707,14.1478,14.2987,8.02568
6708,14.1321,13.8632,7.9709
6709,14.847,14.3465,7.60783
6710,15.5312,13.4493,7.80051
6711,15.5745,13.2394,8.47518
6712,15.7316,13.7369,8.66904
6713,13.9839,12.8619,8.2405
6714,14.7222,13.2838,8.69732
6715,14.6219,13.3479,8.58993
6716,14.9915,12.4281,8.23331
6717,15.8392,12.4663,7.94522
6718,13.9687,12.1423,7.8813
6719,13.8125,12.3224,8.06653
6720,13.8858,12.7989,8.53079
6721,14.0104,12.8711,8.59834
6722,13.5418,13.478,8.49235
6723,13.5488,13.6397,8.23001
6724,13.8502,13.4166,8.45684
6725,13.8975,13.4637,8.87232
6726,14.5451,13.241,8.81964
6727,13.9286,13.7938,9.64271
6728,14.484,13.112,9.86983
6729,13.7865,13.5852,10.2855
6730,13.5127,14.3766,9.00841
6731,13.5512,15.2116,8.26499
6732,13.623,13.517,8.14136
6733,13.446,13.3263,8.00164
6734,13.6253,12.8536,8.10274
6735,13.6556,13.6251,7.85878
6736,13.3466,12.4024,7.87129
6737,13.785,11.9051,4.985
6738,14.3311,12.1435,4.92477
6739,14.7586,12.2164,5.02131
6740,12.705,12.1927,5.47292
6741,12.5275,12.5864,6.36059
6742,12.8051,13.226,7.1046
6743,13.3169,13.6134,7.35096
6744,13.9201,13.8523,7.8819
6745,14.7149,13.7826,8.33784
6746,15.2268,14.0217,9.24722
6747,15.7561,14.2422,9.22477
6748,14.6877,14.1527,9.99666
6749,15.2302,13.1436,7.96677
6750,15.4138,12.9811,8.07846
6751,14.9563,13.3219,8.54918
6752,15.5247,13.9629,8.24815
6753,15.8163,14.3895,8.51522
6754,15.0413,13.5626,9.19148
6755,15.2198,13.8307,8.54456
6756,15.6815,13.7146,8.17828
6757,15.2292,13.7437,8.24449
6758,15.0187,13.9841,8.42935
6759,15.5714,14.5406,8.69267
6760,15.5464,14.7812,7.97586
6761,14.7798,14.6938,8.10492
6762,15.1265,14.4266,7.90665
6763,14.1745,13.7602,8.26788
6764,14.5522,14.2662,7.62538
6765,14.9027,14.3153,6.9434
6766,13.8094,15.0513,7.26203
6767,13.6525,14.3848,7.89873
6768,14.1396,13.686,7.91834
6769,14.6835,13.8513,8.35055
6770,15.1418,14.3027,7.94166
6771,14.7531,15.2705,7.9946
6772,15.3497,15.9643,8.36666
6773,15.379,15.1997,8.08219
6774,15.8505,14.76,8.74258
6775,14.834,14.5084,9.19354
6776,15.3034,15.2052,9.70441
6777,14.9846,15.2501,9.95744
6778,14.6762,14.3741,8.83794
6779,13.5154,14.4194,8.84675
6780,13.8657,14.2724,9.69794
6781,14.2026,14.1664,8.94411
6782,14.4334,14.9772,9.29766
6783,14.6655,15.5951,10.0909
6784,14.8436,13.7372,10.3823
6785,14.7563,13.9327,11.0808
6786,15.4806,13.4887,12.0075
6787,14.9567,13.8653,11.1823
6788,15.387,13.7135,10.3987
6789,14.8436,14.339,8.63939
6790,14.4365,15.1478,8.63413
6791,15.1005,14.0871,8.3085
6792,14.535,13.9909,7.92578
6793,14.5488,14.0891,7.49891
6794,13.8371,13.6228,8.33312
6795,14.5131,13.7277,8.76002
6796,14.203,14.2372,9.47335
6797,14.3962,13.0496,8.42158
6798,13.827,12.9553,8.83606
6799,14.658,13.1641,9.28948
6800,14.9571,13.2979,8.63953
6801,14.0456,12.7146,8.90643
6802,13.4107,13.02,8.35554
6803,13.0906,13.4184,7.60575
6804,12.5311,13.9317,7.30161
6805,12.9184,13.872,8.0957
6806,13.0082,14.5901,8.89613
6807,13.3856,15.0698,8.42684
6808,13.6384,15.5491,8.89565
6809,13.9867,14.7377,9.095
6810,14.1077,14.8617,9.20578
6811,14.4562,15.1896,8.13729
6812,14.0683,14.5055,8.49267
6813,14.4247,14.4529,8.40662
6814,14.8775,14.953,9.31294
6815,14.8814,15.6832,8.48386
6816,14.8628,16.4131,9.20722
6817,14.9699,16.7954,9.71596
6818,15.8369,16.1841,10.5323
6819,15.2218,14.5915,10.2976
6820,14.5057,14.6654,9.60772
6821,14.1278,14.9224,9.8059
6822,14.4681,15.614,9.32703
6823,15.1852,15.0042,9.04197
6824,14.5387,15.2049,8.6254
6825,14.503,15.7016,8.4921
6826,14.8702,15.5102,8.31154
6827,14.3695,14.581,8.98533
6828,14.1187,14.8585,8.56439
6829,14.5071,14.2503,8.16845
6830,14.1339,13.307,7.92099
6831,14.2987,13.6314,8.16467
6832,14.3235,13.3691,7.85515
6833,13.8395,13.3875,8.13692
6834,13.8815,13.9168,8.14716
6835,14.3758,14.6483,8.54836
6836,13.6744,13.8655,8.35729
6837,13.6181,13.6083,8.54776
6838,14.1876,13.22,8.43098
6839,14.3969,13.3448,7.96348
6840,14.1664,13.464,8.03454
6841,13.1106,13.6172,7.83741
6842,13.323,13.6764,7.81644
6843,13.6835,12.4762,8.04535
6844,14.2853,12.5174,7.75169
6845,14.2746,13.0743,7.83063
6846,14.9055,13.5977,8.40934
6847,15.3109,13.3131,8.79468
6848,14.6197,13.5286,9.07406
6849,14.6041,14.1931,8.88816
6850,15.2835,14.69,8.70356
6851,15.3057,14.67,9.06336
6852,15.3479,13.3576,8.34462
6853,15.4629,13.9285,8.36173
6854,15.6673,14.5058,8.65538
6855,15.1688,14.5784,9.12131
